Baby Name,Start Time,End Time,Activity,Amount,Percentile,Duration,Info,Notes
Name,08/11/2020 4:41 PM,08/11/2020 4:56 PM,FEEDING,0.00oz,,16 min,,
Name,08/11/2020 4:56 PM,08/11/2020 5:16 PM,FEEDING,0.33oz,,20 min,,
Name,08/11/2020 7:13 PM,08/11/2020 7:25 PM,FEEDING,0.00oz,,12 min,,
Name,08/11/2020 7:26 PM,08/11/2020 7:51 PM,FEEDING,0.25oz,,25 min,,
Name,08/11/2020 9:31 PM,08/11/2020 9:48 PM,FEEDING,0.00oz,,16 min,,
Name,08/11/2020 9:52 PM,08/11/2020 10:29 PM,FEEDING,0.75oz,,37 min,,
Name,08/12/2020 2:02 AM,08/12/2020 2:16 AM,FEEDING,0.00oz,,14 min,,
Name,08/12/2020 2:16 AM,08/12/2020 3:08 AM,FEEDING,1.00oz,,52 min,,
Name,08/12/2020 3:47 AM,08/12/2020 4:10 AM,FEEDING,0.00oz,,22 min,,
Name,08/12/2020 4:55 AM,08/12/2020 5:11 AM,FEEDING,0.16oz,,16 min,,
Name,08/12/2020 7:41 AM,08/12/2020 7:57 AM,FEEDING,0.00oz,,11 min,,
Name,08/12/2020 7:57 AM,08/12/2020 8:22 AM,FEEDING,0.50oz,,25 min,,
Name,08/12/2020 9:51 AM,08/12/2020 10:07 AM,FEEDING,0.00oz,,15 min,,
Name,08/12/2020 10:07 AM,08/12/2020 10:26 AM,FEEDING,0.56oz,,19 min,,
Name,08/12/2020 1:32 PM,08/12/2020 1:45 PM,FEEDING,0.00oz,,13 min,,
Name,08/12/2020 1:51 PM,08/12/2020 2:16 PM,FEEDING,0.33oz,,25 min,,
Name,08/12/2020 4:15 PM,08/12/2020 4:37 PM,FEEDING,0.00oz,,23 min,,
Name,08/12/2020 4:37 PM,08/12/2020 5:02 PM,FEEDING,1.15oz,,25 min,,
Name,08/12/2020 6:47 PM,08/12/2020 7:00 PM,FEEDING,0.00oz,,13 min,,
Name,08/12/2020 7:00 PM,08/12/2020 7:01 PM,FEEDING,0.00oz,,1 min,,
Name,08/12/2020 8:29 PM,08/12/2020 8:43 PM,FEEDING,0.00oz,,14 min,,
Name,08/12/2020 8:43 PM,08/12/2020 9:08 PM,FEEDING,0.91oz,,25 min,,
Name,08/12/2020 11:01 PM,08/12/2020 11:07 PM,FEEDING,0.00oz,,6 min,,
Name,08/12/2020 11:17 PM,08/12/2020 11:39 PM,FEEDING,0.61oz,,22 min,,
Name,08/13/2020 12:26 AM,08/13/2020 12:36 AM,FEEDING,0.33oz,,10 min,,
Name,08/13/2020 3:49 AM,08/13/2020 4:02 AM,FEEDING,0.00oz,,13 min,,
Name,08/13/2020 4:12 AM,08/13/2020 4:42 AM,FEEDING,0.74oz,,30 min,,
Name,08/13/2020 7:34 AM,08/13/2020 7:35 AM,FEEDING,1.12oz,,1 min,,
Name,08/13/2020 10:00 AM,08/13/2020 10:10 AM,FEEDING,0.16oz,,10 min,,
Name,08/13/2020 12:20 PM,08/13/2020 1:00 PM,FEEDING,1.00oz,,40 min,,
Name,08/13/2020 4:10 PM,08/13/2020 4:35 PM,FEEDING,1.56oz,,25 min,,
Name,08/13/2020 7:50 PM,08/13/2020 8:30 PM,FEEDING,0.88oz,,40 min,,
Name,08/13/2020 10:05 PM,08/13/2020 10:50 PM,FEEDING,0.71oz,,45 min,,
Name,08/14/2020 2:05 AM,08/14/2020 2:30 AM,FEEDING,0.68oz,,25 min,,
Name,08/14/2020 5:33 AM,08/14/2020 6:23 AM,FEEDING,0.68oz,,50 min,,
Name,08/14/2020 8:53 AM,08/14/2020 9:13 AM,FEEDING,0.74oz,,20 min,,
Name,08/14/2020 12:45 PM,08/14/2020 1:11 PM,FEEDING,0.66oz,,26 min,,
Name,08/14/2020 1:21 PM,08/14/2020 2:11 PM,FEEDING,1.00oz,,50 min,,
Name,08/14/2020 5:15 PM,08/14/2020 6:05 PM,FEEDING,0.54oz,,50 min,,
Name,08/14/2020 9:09 PM,08/14/2020 9:36 PM,FEEDING,1.66oz,,27 min,,
Name,08/15/2020 12:15 AM,08/15/2020 12:40 AM,FEEDING,0.81oz,,25 min,,
Name,08/15/2020 2:21 AM,08/15/2020 2:22 AM,FEEDING,0.00oz,,1 min,,
Name,08/15/2020 3:39 AM,08/15/2020 3:47 AM,FEEDING,1.00oz,,8 min,,
Name,08/15/2020 6:10 AM,08/15/2020 6:11 AM,FEEDING,0.33oz,,1 min,,
Name,08/15/2020 7:43 AM,08/15/2020 7:56 AM,FEEDING,1.21oz,,13 min,,
Name,08/15/2020 10:14 AM,08/15/2020 10:44 AM,FEEDING,0.85oz,,30 min,,
Name,08/15/2020 11:20 AM,08/15/2020 11:30 AM,FEEDING,0.33oz,,10 min,,
Name,08/15/2020 1:55 PM,08/15/2020 2:15 PM,FEEDING,0.67oz,,20 min,,
Name,08/15/2020 4:45 PM,08/15/2020 5:15 PM,FEEDING,1.35oz,,30 min,,
Name,08/15/2020 7:30 PM,08/15/2020 7:50 PM,FEEDING,0.37oz,,20 min,,
Name,08/15/2020 10:29 PM,08/15/2020 10:54 PM,FEEDING,0.91oz,,25 min,,
Name,08/16/2020 1:35 AM,08/16/2020 2:05 AM,FEEDING,1.42oz,,30 min,,
Name,08/16/2020 4:14 AM,08/16/2020 4:44 AM,FEEDING,0.75oz,,30 min,,
Name,08/16/2020 6:37 AM,08/16/2020 7:01 AM,FEEDING,0.50oz,,24 min,,
Name,08/16/2020 9:20 AM,08/16/2020 9:28 AM,FEEDING,0.75oz,,8 min,,
Name,08/16/2020 11:51 AM,08/16/2020 12:16 PM,FEEDING,0.50oz,,25 min,,
Name,08/16/2020 3:00 PM,08/16/2020 3:19 PM,FEEDING,0.67oz,,19 min,,
Name,08/16/2020 5:03 PM,08/16/2020 5:58 PM,FEEDING,1.86oz,,55 min,,
Name,08/16/2020 9:11 PM,08/16/2020 9:31 PM,FEEDING,0.66oz,,20 min,,
Name,08/16/2020 11:15 PM,08/16/2020 11:35 PM,FEEDING,0.54oz,,20 min,,
Name,08/17/2020 1:30 AM,08/17/2020 2:00 AM,FEEDING,1.08oz,,30 min,,
Name,08/17/2020 3:21 AM,08/17/2020 3:41 AM,FEEDING,0.40oz,,20 min,,
Name,08/17/2020 4:25 AM,08/17/2020 4:55 AM,FEEDING,0.66oz,,30 min,,
Name,08/17/2020 7:10 AM,08/17/2020 7:42 AM,FEEDING,0.80oz,,32 min,,
Name,08/17/2020 9:00 AM,08/17/2020 9:30 AM,FEEDING,0.33oz,,30 min,,
Name,08/17/2020 9:00 AM,08/17/2020 9:50 AM,FEEDING,0.00oz,,50 min,,
Name,08/17/2020 12:00 PM,08/17/2020 12:20 PM,FEEDING,1.66oz,,20 min,,
Name,08/17/2020 1:00 PM,08/17/2020 1:20 PM,FEEDING,0.25oz,,20 min,,
Name,08/17/2020 4:00 PM,08/17/2020 4:20 PM,FEEDING,0.90oz,,20 min,,
Name,08/17/2020 7:02 PM,08/17/2020 7:27 PM,FEEDING,1.40oz,,25 min,,
Name,08/17/2020 9:18 PM,08/17/2020 9:38 PM,FEEDING,0.50oz,,20 min,,
Name,08/17/2020 11:21 PM,08/17/2020 11:51 PM,FEEDING,0.91oz,,30 min,,
Name,08/18/2020 3:20 AM,08/18/2020 3:39 AM,FEEDING,0.66oz,,19 min,,
Name,08/18/2020 5:00 AM,08/18/2020 5:01 AM,FEEDING,1.40oz,,1 min,,
Name,08/18/2020 9:01 AM,08/18/2020 9:21 AM,FEEDING,0.75oz,,20 min,,
Name,08/18/2020 10:20 AM,08/18/2020 10:21 AM,FEEDING,0.66oz,,1 min,,
Name,08/18/2020 11:49 AM,08/18/2020 12:09 PM,FEEDING,0.25oz,,20 min,,
Name,08/18/2020 2:30 PM,08/18/2020 3:00 PM,FEEDING,0.66oz,,30 min,,
Name,08/18/2020 5:35 PM,08/18/2020 5:50 PM,FEEDING,0.60oz,,15 min,,
Name,08/18/2020 8:00 PM,08/18/2020 8:20 PM,FEEDING,0.75oz,,20 min,,
Name,08/18/2020 10:00 PM,08/18/2020 10:20 PM,FEEDING,1.39oz,,20 min,,
Name,08/18/2020 11:46 PM,08/19/2020 12:26 AM,FEEDING,1.18oz,,40 min,,
Name,08/19/2020 2:45 AM,08/19/2020 3:35 AM,FEEDING,0.95oz,,50 min,,
Name,08/19/2020 5:07 AM,08/19/2020 5:36 AM,FEEDING,0.90oz,,29 min,,
Name,08/19/2020 9:01 AM,08/19/2020 9:19 AM,FEEDING,1.43oz,,18 min,,
Name,08/19/2020 1:15 PM,08/19/2020 1:42 PM,FEEDING,0.75oz,,27 min,,
Name,08/19/2020 3:25 PM,08/19/2020 3:50 PM,FEEDING,0.25oz,,25 min,,
Name,08/19/2020 5:15 PM,08/19/2020 6:03 PM,FEEDING,0.90oz,,48 min,,
Name,08/19/2020 8:15 PM,08/19/2020 8:35 PM,FEEDING,0.67oz,,20 min,,
Name,08/19/2020 10:08 PM,08/19/2020 10:28 PM,FEEDING,1.00oz,,20 min,,
Name,08/20/2020 12:31 AM,08/20/2020 1:01 AM,FEEDING,1.69oz,,30 min,,
Name,08/20/2020 3:05 AM,08/20/2020 3:50 AM,FEEDING,1.70oz,,45 min,,
Name,08/20/2020 4:30 AM,08/20/2020 5:02 AM,FEEDING,0.36oz,,32 min,,
Name,08/20/2020 7:40 AM,08/20/2020 7:41 AM,FEEDING,1.00oz,,1 min,,
Name,08/20/2020 10:33 AM,08/20/2020 10:55 AM,FEEDING,0.94oz,,22 min,,
Name,08/20/2020 12:31 PM,08/20/2020 12:41 PM,FEEDING,0.25oz,,10 min,,
Name,08/20/2020 3:30 PM,08/20/2020 3:59 PM,FEEDING,1.53oz,,29 min,,
Name,08/20/2020 5:20 PM,08/20/2020 5:50 PM,FEEDING,0.50oz,,30 min,,
Name,08/20/2020 8:07 PM,08/20/2020 8:47 PM,FEEDING,1.90oz,,40 min,,
Name,08/20/2020 11:40 PM,08/21/2020 12:00 AM,FEEDING,0.50oz,,20 min,,
Name,08/21/2020 12:30 AM,08/21/2020 12:45 AM,FEEDING,0.25oz,,15 min,,
Name,08/21/2020 1:59 AM,08/21/2020 2:24 AM,FEEDING,1.76oz,,25 min,,
Name,08/21/2020 4:22 AM,08/21/2020 4:55 AM,FEEDING,0.58oz,,33 min,,
Name,08/21/2020 6:50 AM,08/21/2020 7:10 AM,FEEDING,0.66oz,,20 min,,
Name,08/21/2020 9:40 AM,08/21/2020 10:02 AM,FEEDING,1.00oz,,22 min,,
Name,08/21/2020 11:00 AM,08/21/2020 11:20 AM,FEEDING,0.75oz,,20 min,,
Name,08/21/2020 1:00 PM,08/21/2020 1:40 PM,FEEDING,1.33oz,,40 min,,
Name,08/21/2020 3:35 PM,08/21/2020 4:05 PM,FEEDING,1.00oz,,30 min,,
Name,08/21/2020 6:30 PM,08/21/2020 6:50 PM,FEEDING,1.20oz,,20 min,,
Name,08/21/2020 8:25 PM,08/21/2020 8:50 PM,FEEDING,1.45oz,,25 min,,
Name,08/21/2020 11:25 PM,08/21/2020 11:41 PM,FEEDING,0.68oz,,16 min,,
Name,08/22/2020 12:50 AM,08/22/2020 1:49 AM,FEEDING,2.50oz,,59 min,, 
Name,08/22/2020 2:18 AM,08/22/2020 2:48 AM,FEEDING,1.20oz,,30 min,,
Name,08/22/2020 5:35 AM,08/22/2020 5:46 AM,FEEDING,2.33oz,,11 min,,
Name,08/22/2020 8:15 AM,08/22/2020 8:16 AM,FEEDING,1.16oz,,1 min,,
Name,08/22/2020 10:05 AM,08/22/2020 10:15 AM,FEEDING,1.53oz,,10 min,,
Name,08/22/2020 12:00 PM,08/22/2020 12:20 PM,FEEDING,1.40oz,,20 min,,
Name,08/22/2020 2:04 PM,08/22/2020 2:24 PM,FEEDING,0.66oz,,20 min,, 
Name,08/22/2020 2:05 PM,08/22/2020 2:25 PM,FEEDING,0.60oz,,20 min,,
Name,08/22/2020 3:48 PM,08/22/2020 4:08 PM,FEEDING,1.30oz,,20 min,,
Name,08/22/2020 6:00 PM,08/22/2020 6:01 PM,FEEDING,1.70oz,,1 min,,
Name,08/22/2020 10:38 PM,08/22/2020 11:07 PM,FEEDING,2.00oz,,29 min,,
Name,08/22/2020 11:24 PM,08/23/2020 12:23 AM,FEEDING,1.00oz,,59 min,,
Name,08/23/2020 2:48 AM,08/23/2020 3:08 AM,FEEDING,0.90oz,,20 min,,
Name,08/23/2020 6:10 AM,08/23/2020 6:15 AM,FEEDING,1.00oz,,5 min,,
Name,08/23/2020 6:10 AM,08/23/2020 6:30 AM,FEEDING,1.20oz,,20 min,,
Name,08/23/2020 9:30 AM,08/23/2020 9:50 AM,FEEDING,1.50oz,,20 min,,
Name,08/23/2020 11:45 AM,08/23/2020 12:10 PM,FEEDING,1.18oz,,25 min,,
Name,08/23/2020 2:00 PM,08/23/2020 2:01 PM,FEEDING,1.50oz,,1 min,,
Name,08/23/2020 5:00 PM,08/23/2020 5:15 PM,FEEDING,1.25oz,,15 min,,
Name,08/23/2020 7:30 PM,08/23/2020 7:50 PM,FEEDING,2.20oz,,20 min,,
Name,08/23/2020 10:40 PM,08/23/2020 11:00 PM,FEEDING,1.00oz,,20 min,,
Name,08/24/2020 1:12 AM,08/24/2020 1:32 AM,FEEDING,1.90oz,,20 min,,
Name,08/24/2020 2:27 AM,08/24/2020 2:47 AM,FEEDING,0.40oz,,20 min,,
Name,08/24/2020 5:21 AM,08/24/2020 5:22 AM,FEEDING,1.90oz,,1 min,,
Name,08/24/2020 9:30 AM,08/24/2020 9:50 AM,FEEDING,1.33oz,,20 min,,
Name,08/24/2020 11:18 AM,08/24/2020 11:38 AM,FEEDING,1.50oz,,20 min,,
Name,08/24/2020 2:21 PM,08/24/2020 2:41 PM,FEEDING,1.33oz,,20 min,,
Name,08/24/2020 3:53 PM,08/24/2020 4:16 PM,FEEDING,1.90oz,,23 min,,
Name,08/24/2020 7:15 PM,08/24/2020 7:35 PM,FEEDING,1.00oz,,20 min,,
Name,08/24/2020 8:41 PM,08/24/2020 9:01 PM,FEEDING,0.75oz,,20 min,,
Name,08/24/2020 9:31 PM,08/24/2020 10:18 PM,FEEDING,2.35oz,,47 min,,
Name,08/25/2020 1:32 AM,08/25/2020 2:02 AM,FEEDING,0.95oz,,30 min,,
Name,08/25/2020 3:55 AM,08/25/2020 4:15 AM,FEEDING,0.95oz,,20 min,,
Name,08/25/2020 5:41 AM,08/25/2020 6:08 AM,FEEDING,1.50oz,,27 min,,
Name,08/25/2020 9:30 AM,08/25/2020 9:50 AM,FEEDING,1.30oz,,20 min,,
Name,08/25/2020 12:07 PM,08/25/2020 12:08 PM,FEEDING,0.40oz,,1 min,, 
Name,08/25/2020 12:46 PM,08/25/2020 1:45 PM,FEEDING,2.00oz,,59 min,,
Name,08/25/2020 2:29 PM,08/25/2020 3:09 PM,FEEDING,1.90oz,,40 min,,
Name,08/25/2020 3:21 PM,08/25/2020 3:41 PM,FEEDING,1.50oz,,20 min,,
Name,08/25/2020 6:42 PM,08/25/2020 7:02 PM,FEEDING,1.20oz,,20 min,,
Name,08/25/2020 8:05 PM,08/25/2020 8:20 PM,FEEDING,1.16oz,,15 min,,
Name,08/25/2020 8:19 PM,08/25/2020 8:59 PM,FEEDING,1.10oz,,40 min,,
Name,08/25/2020 11:26 PM,08/26/2020 12:01 AM,FEEDING,2.25oz,,35 min,,
Name,08/26/2020 3:30 AM,08/26/2020 4:29 AM,FEEDING,3.00oz,,59 min,,
Name,08/26/2020 7:30 AM,08/26/2020 8:15 AM,FEEDING,1.33oz,,45 min,,
Name,08/26/2020 11:22 AM,08/26/2020 11:52 AM,FEEDING,2.00oz,,30 min,,
Name,08/26/2020 12:39 PM,08/26/2020 12:54 PM,FEEDING,0.60oz,,15 min,,
Name,08/26/2020 4:10 PM,08/26/2020 4:35 PM,FEEDING,1.00oz,,25 min,, 
Name,08/26/2020 4:11 PM,08/26/2020 4:25 PM,FEEDING,1.66oz,,14 min,,
Name,08/26/2020 4:24 PM,08/26/2020 5:19 PM,FEEDING,0.60oz,,55 min,,
Name,08/26/2020 7:27 PM,08/26/2020 7:52 PM,FEEDING,1.50oz,,25 min,,
Name,08/26/2020 9:46 PM,08/26/2020 10:06 PM,FEEDING,1.15oz,,20 min,,
Name,08/26/2020 11:55 PM,08/27/2020 12:25 AM,FEEDING,1.00oz,,30 min,,
Name,08/27/2020 1:16 AM,08/27/2020 1:27 AM,FEEDING,1.00oz,,11 min,,
Name,08/27/2020 2:30 AM,08/27/2020 2:43 AM,FEEDING,1.00oz,,13 min,,
Name,08/27/2020 4:45 AM,08/27/2020 4:46 AM,FEEDING,1.20oz,,1 min,,
Name,08/27/2020 7:30 AM,08/27/2020 7:31 AM,FEEDING,1.00oz,,1 min,,
Name,08/27/2020 9:34 AM,08/27/2020 10:14 AM,FEEDING,1.50oz,,40 min,,
Name,08/27/2020 1:00 PM,08/27/2020 1:20 PM,FEEDING,1.66oz,,20 min,,
Name,08/27/2020 4:14 PM,08/27/2020 4:29 PM,FEEDING,0.80oz,,15 min,,
Name,08/27/2020 7:20 PM,08/27/2020 8:01 PM,FEEDING,2.60oz,,41 min,,
Name,08/27/2020 9:10 PM,08/27/2020 9:25 PM,FEEDING,0.45oz,,15 min,,
Name,08/28/2020 1:44 AM,08/28/2020 2:14 AM,FEEDING,2.00oz,,30 min,,
Name,08/28/2020 2:15 AM,08/28/2020 2:35 AM,FEEDING,0.50oz,,20 min,,
Name,08/28/2020 3:05 AM,08/28/2020 3:20 AM,FEEDING,0.66oz,,15 min,,
Name,08/28/2020 5:16 AM,08/28/2020 5:26 AM,FEEDING,1.00oz,,10 min,,
Name,08/28/2020 5:30 AM,08/28/2020 5:50 AM,FEEDING,0.33oz,,20 min,,
Name,08/28/2020 10:10 AM,08/28/2020 10:40 AM,FEEDING,2.00oz,,30 min,,
Name,08/28/2020 12:20 PM,08/28/2020 12:35 PM,FEEDING,1.00oz,,15 min,,
Name,08/28/2020 12:35 PM,08/28/2020 1:34 PM,FEEDING,0.33oz,,59 min,,
Name,08/28/2020 2:03 PM,08/28/2020 2:37 PM,FEEDING,1.50oz,,34 min,,
Name,08/28/2020 5:31 PM,08/28/2020 5:51 PM,FEEDING,1.66oz,,20 min,,
Name,08/28/2020 8:43 PM,08/28/2020 9:16 PM,FEEDING,2.90oz,,33 min,,
Name,08/28/2020 9:30 PM,08/28/2020 9:31 PM,FEEDING,0.50oz,,1 min,,
Name,08/29/2020 1:18 AM,08/29/2020 1:38 AM,FEEDING,2.00oz,,20 min,,
Name,08/29/2020 2:52 AM,08/29/2020 3:07 AM,FEEDING,1.40oz,,15 min,,
Name,08/29/2020 5:00 AM,08/29/2020 5:20 AM,FEEDING,1.50oz,,20 min,,
Name,08/29/2020 7:30 AM,08/29/2020 7:50 AM,FEEDING,2.00oz,,20 min,,
Name,08/29/2020 8:00 AM,08/29/2020 8:20 AM,FEEDING,0.80oz,,20 min,,
Name,08/29/2020 11:40 AM,08/29/2020 12:17 PM,FEEDING,1.50oz,,37 min,,
Name,08/29/2020 2:30 PM,08/29/2020 2:50 PM,FEEDING,2.00oz,,20 min,,
Name,08/29/2020 4:00 PM,08/29/2020 4:15 PM,FEEDING,1.00oz,,15 min,,
Name,08/29/2020 6:30 PM,08/29/2020 6:50 PM,FEEDING,1.50oz,,20 min,,
Name,08/29/2020 8:30 PM,08/29/2020 9:11 PM,FEEDING,2.30oz,,41 min,,
Name,08/29/2020 11:15 PM,08/29/2020 11:35 PM,FEEDING,1.10oz,,20 min,,
Name,08/30/2020 2:35 AM,08/30/2020 2:55 AM,FEEDING,1.92oz,,20 min,,
Name,08/30/2020 4:00 AM,08/30/2020 4:30 AM,FEEDING,2.50oz,,30 min,,
Name,08/30/2020 7:00 AM,08/30/2020 7:20 AM,FEEDING,1.00oz,,20 min,,
Name,08/30/2020 9:49 AM,08/30/2020 10:09 AM,FEEDING,1.50oz,,20 min,,
Name,08/30/2020 11:34 AM,08/30/2020 11:54 AM,FEEDING,0.50oz,,20 min,,
Name,08/30/2020 1:10 PM,08/30/2020 1:30 PM,FEEDING,1.66oz,,20 min,,
Name,08/30/2020 4:45 PM,08/30/2020 4:57 PM,FEEDING,1.33oz,,12 min,,
Name,08/30/2020 5:00 PM,08/30/2020 5:15 PM,FEEDING,0.80oz,,15 min,,
Name,08/30/2020 6:07 PM,08/30/2020 6:15 PM,FEEDING,0.80oz,,8 min,,
Name,08/30/2020 8:00 PM,08/30/2020 9:05 PM,FEEDING,2.00oz,,1 h 5 min,,
Name,08/30/2020 9:29 PM,08/30/2020 9:49 PM,FEEDING,1.40oz,,20 min,,
Name,08/30/2020 11:45 PM,08/31/2020 12:44 AM,FEEDING,1.80oz,,59 min,,
Name,08/31/2020 1:15 AM,08/31/2020 1:50 AM,FEEDING,0.85oz,,35 min,,
Name,08/31/2020 3:23 AM,08/31/2020 3:38 AM,FEEDING,0.50oz,,15 min,,
Name,08/31/2020 4:29 AM,08/31/2020 4:49 AM,FEEDING,1.30oz,,20 min,,
Name,08/31/2020 8:30 AM,08/31/2020 9:00 AM,FEEDING,2.50oz,,30 min,,
Name,08/31/2020 10:25 AM,08/31/2020 11:10 AM,FEEDING,1.33oz,,45 min,,
Name,08/31/2020 1:08 PM,08/31/2020 1:38 PM,FEEDING,1.50oz,,30 min,,
Name,08/31/2020 3:10 PM,08/31/2020 3:40 PM,FEEDING,1.70oz,,30 min,,
Name,08/31/2020 6:30 PM,08/31/2020 7:00 PM,FEEDING,3.00oz,,30 min,,
Name,08/31/2020 8:00 PM,08/31/2020 8:01 PM,FEEDING,0.50oz,,1 min,,
Name,08/31/2020 9:33 PM,08/31/2020 9:58 PM,FEEDING,0.85oz,,25 min,,
Name,08/31/2020 10:30 PM,08/31/2020 10:40 PM,FEEDING,0.50oz,,10 min,,
Name,09/01/2020 12:14 AM,09/01/2020 1:23 AM,FEEDING,2.00oz,,1 h 9 min,,
Name,09/01/2020 1:52 AM,09/01/2020 2:42 AM,FEEDING,2.00oz,,50 min,,
Name,09/01/2020 5:30 AM,09/01/2020 5:50 AM,FEEDING,2.00oz,,20 min,,
Name,09/01/2020 8:30 AM,09/01/2020 8:50 AM,FEEDING,1.50oz,,20 min,,
Name,09/01/2020 10:42 AM,09/01/2020 11:02 AM,FEEDING,2.00oz,,20 min,,
Name,09/01/2020 12:15 PM,09/01/2020 12:34 PM,FEEDING,0.50oz,,19 min,,
Name,09/01/2020 2:24 PM,09/01/2020 3:02 PM,FEEDING,2.00oz,,38 min,,
Name,09/01/2020 5:00 PM,09/01/2020 5:20 PM,FEEDING,2.00oz,,20 min,,
Name,09/01/2020 6:23 PM,09/01/2020 7:09 PM,FEEDING,1.50oz,,46 min,,
Name,09/01/2020 9:27 PM,09/01/2020 9:33 PM,FEEDING,1.00oz,,6 min,,
Name,09/01/2020 9:41 PM,09/01/2020 10:35 PM,FEEDING,2.00oz,,54 min,,
Name,09/01/2020 11:30 PM,09/01/2020 11:48 PM,FEEDING,0.50oz,,18 min,,
Name,09/02/2020 2:58 AM,09/02/2020 3:17 AM,FEEDING,1.50oz,,20 min,,
Name,09/02/2020 5:28 AM,09/02/2020 5:44 AM,FEEDING,1.50oz,,16 min,,
Name,09/02/2020 9:18 AM,09/02/2020 9:46 AM,FEEDING,2.00oz,,28 min,,
Name,09/02/2020 11:32 AM,09/02/2020 12:02 PM,FEEDING,0.75oz,,30 min,,
Name,09/02/2020 1:50 PM,09/02/2020 2:09 PM,FEEDING,1.75oz,,19 min,,
Name,09/02/2020 4:45 PM,09/02/2020 5:00 PM,FEEDING,1.90oz,,15 min,,
Name,09/02/2020 7:44 PM,09/02/2020 8:15 PM,FEEDING,3.00oz,,31 min,,
Name,09/02/2020 9:06 PM,09/02/2020 9:39 PM,FEEDING,1.00oz,,33 min,,
Name,09/03/2020 12:45 AM,09/03/2020 1:00 AM,FEEDING,2.00oz,,15 min,,
Name,09/03/2020 2:50 AM,09/03/2020 3:10 AM,FEEDING,1.00oz,,20 min,,
Name,09/03/2020 5:00 AM,09/03/2020 5:30 AM,FEEDING,1.20oz,,30 min,,
Name,09/03/2020 6:53 AM,09/03/2020 7:21 AM,FEEDING,2.50oz,,28 min,,
Name,09/03/2020 9:32 AM,09/03/2020 10:25 AM,FEEDING,3.00oz,,53 min,,
Name,09/03/2020 12:30 PM,09/03/2020 12:50 PM,FEEDING,1.00oz,,20 min,,
Name,09/03/2020 2:56 PM,09/03/2020 3:27 PM,FEEDING,1.20oz,,31 min,,
Name,09/03/2020 4:50 PM,09/03/2020 5:18 PM,FEEDING,1.00oz,,28 min,,
Name,09/03/2020 5:58 PM,09/03/2020 6:08 PM,FEEDING,0.90oz,,10 min,,
Name,09/03/2020 7:21 PM,09/03/2020 7:42 PM,FEEDING,1.60oz,,21 min,,
Name,09/03/2020 8:40 PM,09/03/2020 9:46 PM,FEEDING,1.50oz,,1 h 6 min,,
Name,09/04/2020 12:44 AM,09/04/2020 1:09 AM,FEEDING,1.67oz,,25 min,,
Name,09/04/2020 3:19 AM,09/04/2020 3:59 AM,FEEDING,2.70oz,,40 min,,
Name,09/04/2020 5:52 AM,09/04/2020 6:12 AM,FEEDING,1.25oz,,20 min,,
Name,09/04/2020 8:00 AM,09/04/2020 8:20 AM,FEEDING,2.00oz,,20 min,,
Name,09/04/2020 8:25 AM,09/04/2020 8:45 AM,FEEDING,1.00oz,,20 min,,
Name,09/04/2020 9:30 AM,09/04/2020 9:42 AM,FEEDING,0.60oz,,12 min,,
Name,09/04/2020 11:15 AM,09/04/2020 11:35 AM,FEEDING,1.50oz,,20 min,,
Name,09/04/2020 1:20 PM,09/04/2020 2:09 PM,FEEDING,2.00oz,,49 min,,
